driver_id,full_name,license_number,license_expiry,vehicle_id,hire_date,status,rating,total_deliveries,on_time_rate,contact_phone,base_location
DRV-0422,Daniel Weiß,DL-41262111,2026-11-16,VEH-108,2023-09-08,active,3.7,352,0.945,+491721427774,WH-06
DRV-0423,Thomas Helmut,DL-96519750,2022-05-08,VEH-248,2020-11-25,active,2.93,7657,0.707,+491706493383,WH-19
DRV-0424,Klaus Peters,DL-16183799,2027-02-27,VEH-232,2024-01-29,active,3.87,3150,0.876,+491717720421,WH-08
DRV-0425,Hans Bauer,DL-32743538,2022-03-29,VEH-239,2018-10-28,active,3.11,2887,0.877,+491649999393,WH-07
DRV-0426,Alex Peters,DL-77323126,2025-04-08,VEH-097,2023-06-24,active,2.99,148,0.845,+491512643208,WH-07
DRV-0427,Mathias Vogel,DL-12492146,2023-05-12,VEH-258,2020-09-15,active,2.58,3409,0.737,+491615061236,WH-16
DRV-0428,Lars König,DL-23190468,2022-09-12,VEH-214,2019-01-19,on_leave,2.55,7122,0.814,+491731384667,WH-10
DRV-0429,Jessica Gelb,DL-40797952,2025-08-30,VEH-288,2021-01-01,active,3.31,7587,0.709,+491675578131,WH-12
DRV-0430,Sabrina Hartmann,DL-33617093,2024-02-09,VEH-300,2019-02-16,active,3.84,7573,0.722,+491722056513,WH-17
DRV-0431,Peter Vogel,DL-34586279,2024-06-29,VEH-076,2019-10-18,suspended,3.35,4352,0.973,+491714033024,WH-13
DRV-0432,Alex Orange,DL-22305255,2028-01-12,VEH-207,2023-04-24,active,4.66,1051,0.831,+491689338913,WH-07
DRV-0433,Klaus Sauer,DL-40063776,2027-09-12,VEH-027,2023-10-11,active,4.43,1493,0.843,+491788690709,WH-11
DRV-0434,Sabrina Franke,DL-74233184,2028-03-21,VEH-210,2024-08-04,active,4.98,7701,0.774,+491512734971,WH-10
DRV-0435,Wolfgang Schäfer,DL-69088703,2026-12-10,VEH-114,2024-07-05,on_leave,2.98,520,0.751,+491786868941,WH-10
DRV-0436,Hans Wolf,DL-62284063,2025-07-27,VEH-138,2023-03-28,active,4.98,7568,0.879,+491735089965,WH-15
DRV-0437,Jürgen Schubert,DL-56478307,2028-04-07,VEH-108,2024-04-05,active,2.93,2214,0.854,+491561423830,WH-03
DRV-0438,Lars Gelb,DL-76611819,2022-09-08,,2018-12-28,active,4.84,7816,0.925,+491716393840,WH-12
DRV-0439,Christian Neumann,DL-94137725,2025-12-29,,2021-10-15,active,4.65,7782,0.882,+491754066882,WH-05
DRV-0440,Anna Vogel,DL-59511727,2025-04-16,VEH-223,2021-01-09,active,4.17,5765,0.92,+491524663095,WH-11
DRV-0441,Lars Werner,DL-26170151,2023-02-01,VEH-066,2021-07-28,active,4.67,7643,0.879,+491545324601,WH-20
DRV-0442,Anna Helmut,DL-84219840,2020-09-13,VEH-218,2018-08-18,active,3.7,3746,0.974,+491568344408,WH-06
DRV-0443,Martina Schmidt,DL-90652072,2025-10-05,VEH-212,2023-09-03,active,4.18,6478,0.813,+491573211216,WH-19
DRV-0444,Julia Schubert,DL-36076222,2022-12-21,VEH-162,02-10-2018,active,4.85,5454,0.87,+491624045174,WH-19
DRV-0445,Lars Fuchs,DL-66727832,2028-10-23,VEH-060,2024-05-10,active,4.3,425,0.875,+491607845209,WH-08
DRV-0446,Julia Friedrich,DL-50457246,2021-11-19,,2018-11-18,active,3.59,192,0.721,+491518052126,WH-02
DRV-0447,Julia Werner,DL-29517445,2028-12-31,VEH-063,2024-09-21,active,4.63,2625,0.76,+491686240908,WH-18
DRV-0448,Klaus Fischer,DL-12075780,2026-03-31,,2023-04-22,active,2.98,3812,0.833,+491742221998,WH-16
DRV-0449,Hans Schäfer,DL-80615330,2028-09-05,VEH-004,2024-01-12,active,4.86,6406,0.904,+491733641260,WH-15
DRV-0450,Michael Herrmann,DL-38964833,2026-02-06,VEH-261,2024-11-23,active,4.26,1444,0.897,+491618257001,WH-04
DRV-0451,Jamie Hoffmann,DL-70371565,2022-11-07,VEH-217,2020-05-13,active,3.44,6191,0.729,+491578033218,WH-11
DRV-0452,Anna Krüger,DL-82021438,2020-05-20,,2018-10-06,active,2.72,1304,0.821,+491545405418,WH-08
DRV-0453,Heike Friedrich,DL-43518060,2025-03-09,VEH-299,2022-09-22,active,3.27,3555,0.827,+491695357817,WH-15
DRV-0454,Sandra Gelb,DL-95807327,2026-05-28,VEH-247,2024-10-20,active,3.54,6399,0.739,+491593514062,WH-14
DRV-0455,Maria Müller,DL-63404708,2023-12-19,VEH-163,2020-08-04,active,4.63,7217,0.969,+491754091405,WH-14
DRV-0456,Jordan Weiß,DL-89235245,2027-10-26,VEH-093,2023-08-03,active,4.11,1494,0.933,+491536823977,WH-14
DRV-0457,Nicole Hartmann,DL-80771011,2022-08-14,VEH-243,2019-11-29,suspended,2.96,6152,0.903,+491551545652,WH-20
DRV-0458,Wolfgang Schmitz,DL-32049798,2020-04-28,VEH-210,2019-02-13,active,4.48,7763,0.776,+491576139009,WH-03
DRV-0459,Andreas Vogel,DL-60575073,2022-10-03,VEH-146,2021-06-23,active,4.23,1680,0.832,+491759217688,WH-11
DRV-0460,Martina Helmut,DL-54789884,2024-05-21,VEH-282,2021-12-08,active,4.51,6095,0.816,+491663463413,WH-12
DRV-0461,Stefan Wolf,DL-91862850,2025-10-04,VEH-014,2022-07-10,on_leave,2.88,5466,0.877,+491504553746,WH-10
DRV-0462,Michael Müller,DL-45663145,2026-03-14,VEH-166,2023-12-30,active,4.22,6865,0.96,+491634976754,WH-10
DRV-0463,Klaus Franke,DL-55007342,2026-07-24,VEH-234,2022-04-25,active,2.93,6573,0.731,+491795373527,WH-14
DRV-0464,Thomas Peters,,2025-10-18,VEH-169,2024-07-22,active,3.86,5411,0.848,+491752778136,WH-03
DRV-0465,Julia Koch,DL-11065627,2026-02-02,VEH-082,2022-06-18,active,3.5,4288,0.944,+491621614803,WH-02
DRV-0466,Anna Friedrich,DL-89413267,2020-03-02,VEH-026,2018-06-12,active,2.98,3784,0.929,+491647030294,WH-07
DRV-0467,Wolfgang Jung,DL-83086561,2025-05-22,VEH-219,2020-12-03,active,2.83,1029,0.833,+491512311304,WH-16
DRV-0468,Anna Heinrich,DL-77304530,2027-02-16,VEH-007,2023-10-24,active,4.67,6814,0.893,+491662123259,WH-17
DRV-0469,Frank Koch,DL-90683038,2027-11-21,VEH-169,2023-02-09,active,2.57,4097,0.848,+491596424473,WH-05
DRV-0470,Klaus Schneider,DL-12463628,2020-12-04,VEH-060,2018-05-30,suspended,4.88,5457,0.838,+491507726531,WH-06
DRV-0471,Daniel Klein,DL-99753742,2026-07-21,VEH-158,2024-01-12,active,4.83,5986,0.797,+491771656941,WH-02
DRV-0472,Wolfgang Hartmann,DL-31800018,2027-07-12,,2024-11-06,active,4.2,661,0.83,+491561132586,WH-03
DRV-0473,Sandra Lange,DL-94838638,2025-01-15,VEH-156,2022-12-18,active,3.44,5787,0.977,+491769780674,WH-02
DRV-0474,Jamie Günther,DL-65683334,2021-04-13,VEH-246,2018-01-17,active,2.53,5373,0.872,+491547016801,WH-17
DRV-0475,Sebastian Neumann,DL-93080348,2021-05-01,VEH-235,2020-04-06,active,3.9,3114,0.883,+491701862789,WH-18
DRV-0476,Anna Kaiser,DL-40391586,2024-09-01,VEH-115,2019-10-03,active,3.74,1531,0.738,+491788143636,WH-09
DRV-0477,Frank Günther,DL-61763453,2024-09-20,VEH-274,2022-12-19,active,3.62,6049,0.859,+491575581846,WH-02
DRV-0478,Andreas Keller,DL-75973592,2027-12-22,VEH-297,2024-01-06,active,3.81,85,0.84,+491656691217,WH-03
DRV-0479,Julia Gelb,DL-91264589,2023-06-22,VEH-057,2021-12-04,active,3.77,115,0.966,+491705023067,WH-12
DRV-0480,Jordan Zimmermann,DL-64848992,2022-09-28,VEH-173,2018-07-08,on_leave,4.27,2595,0.978,+491525247929,WH-04
DRV-0481,Oliver König,DL-52835793,2028-01-19,,2024-08-04,active,3.81,3436,0.745,+491609192851,WH-02
DRV-0482,Maria Köhler,DL-41547907,2026-09-23,,2022-12-01,active,3.47,61,0.795,+491708631177,WH-09
DRV-0483,Andreas Jung,DL-78031477,2025-05-27,VEH-283,2020-08-26,active,2.76,1614,0.796,+491759232724,WH-13
DRV-0484,Christian Fuchs,DL-73295210,2023-07-19,VEH-137,2019-12-26,active,2.94,1253,0.771,+491703390669,WH-07
DRV-0485,Andreas Gelb,DL-52219780,2023-07-15,VEH-134,2019-05-08,on_leave,3.59,1301,0.909,+491626247261,WH-06
DRV-0486,Jennifer Fuchs,DL-19076563,2021-12-11,,2019-07-19,active,4.08,7422,0.866,+491613867494,WH-16
DRV-0487,Andreas Lange,DL-64536095,2022-10-13,VEH-029,2021-05-15,on_leave,3.88,90,0.935,+491551342822,WH-01
DRV-0488,Maria Schäfer,DL-73601615,2021-08-28,VEH-073,2019-09-29,active,4.28,1880,0.781,+491765983003,WH-15
DRV-0489,Stefan Hahn,DL-83971701,2025-10-06,VEH-094,2021-10-25,active,4.78,6773,0.734,+491782711314,WH-06
DRV-0490,Lars Schneider,DL-97853324,2022-08-25,VEH-292,2018-09-07,active,2.52,7744,0.827,+491681933982,WH-02
DRV-0491,Thomas Jung,DL-24149872,2022-06-22,VEH-098,2019-10-05,active,3.08,6673,0.848,+491536861641,WH-01
DRV-0492,Jürgen Köhler,DL-48453822,2022-06-03,VEH-203,2021-03-16,active,4.24,2121,0.957,+491561378202,WH-05
DRV-0493,Peter Jung,DL-88599328,2023-04-16,VEH-111,03/04/2021,active,2.87,2983,0.963,+491516946487,WH-14
DRV-0494,Jürgen Neumann,DL-45654814,2028-03-05,VEH-078,2024-06-18,active,3.44,5111,0.947,+491667850146,WH-01
DRV-0495,Jordan Peters,DL-68089268,2025-03-30,VEH-053,31/03/2022,active,4.01,7696,0.924,+491744152898,WH-13
DRV-0496,Marco Schneider,DL-89579619,2019-04-27,VEH-122,2018-01-06,active,4.78,6836,0.819,+491667732830,WH-11
DRV-0497,Tim Keller,DL-84286803,2024-05-15,VEH-105,2020-02-05,active,3.67,6948,0.88,+491751647754,WH-10
DRV-0498,Tim Schröder,DL-83485894,2025-01-10,VEH-050,2023-01-01,on_leave,3.66,5050,0.933,+491677658186,WH-14
DRV-0499,Jessica Klein,DL-71673700,2020-11-23,VEH-258,2018-04-29,active,4.85,7248,0.915,+491745935181,WH-02
DRV-0500,Jamie Hartmann,DL-44004260,2025-12-24,VEH-257,2024-05-02,active,4.75,3136,0.776,+491752048018,WH-13
